10,15,2,1,0.3,100,4,6,11,1,1872
20,15,2,1,0.3,100,4,6,9,1,7231
30,15,2,1,0.3,100,4,6,12,0,14041
40,15,2,1,0.3,100,4,6,11,1,26916
50,15,2,1,0.3,100,4,6,7,1,40997
60,15,2,1,0.3,100,4,6,9,0,55563
70,15,2,1,0.3,100,4,6,8,0,75108
80,15,2,1,0.3,100,4,6,9,0,105801
90,15,2,1,0.3,100,4,6,9,0,150733
100,15,2,1,0.3,100,4,6,8,0,156015
